Comment,Label
Quảng Ninh thuộc vùng đồng bằng Sông Hồng là đúng hay sai ạ?,1
"Đấy!! Đâu chỉ có yangho online, thầy giáo online còn đỉnh hơn nhiều",0
10đ,2
hay day ban,2
Úi. Trường này và đúng khoa này luôn con tui đang theo học.,1
Chỗ t lũ hs chả bh sợ thầy cô,0
Chac thang thay nay moi thua ca do hay la so de,0
"Bỏ tiền nuôi nó còn bị nó chươi , bọn vô ơn",0
thây giáo khó tính,0
Chuan luon ban ey,2
Chuẩn luôn bạn ơi,2
Chuẩn luôn bạn ơi good new nice,2
Thầy tự vả,0
Thầy mắc bệnh sao giống các nghệ sĩ và nguyễn phương hằng rồi trò ơi,0
Hay ghê á chị ơi,2
Thầy này cá biệt hay vẫn còn những thành phần tương tự,1
Tôi cũng là giáo viên nhưng tôi chưa bao h dám nói đàn em thân yêu của mình như thế này bó tay,0
Um đóng học phí để học mà chửi như đúng r,0
Ko cs dạy hay sao á,0
"@ThangNguyen-tc6hn  uh, chắc dị",1
"Thầy đúng . HS phải tự trang bị hành trang của mình sau này còn bước vào đời nữa chứ .dạy 50-60 người. Đứa nhứt đầu , sổ mũi..... mây mây.. học online bây giờ 50% vừa học vừa chơi game...",0
Chuẩn,2
Chuẩn nuôn,2
Chuẩn,2
chuẩn,2
CHUẨN,2
Chuẩn,2
Chuẩn,2
Chuẩn,2
Chuẩn,2
Tiu chuẩn brooo,2
Chuẩn,2
Chuẩn,2
chuẩn,2
Chuẩn,2
Chuẩn,2
@nobbytotem5608   Chuẩn ^-^,2
Chuẩn chuẩn,2
chuẩn,2
Chuẩn,2
@minhanhtran2629  chuẩn,2
Chuẩn,2
@thanhathutaoplscomehome3136  chuẩn,2
Phong Hulk chuẩn bạn,2
Bậy rồi làm bố thiên hạ mới đúng nha bạn trân,0
"nói thật thì đ tin 
DDD 
nhà trường bắt vào đúng giờ 
trễ 1p cút DD",0
Chuẩn luôn,2
chuẩn luôn,2
chuẩn luôn,2
Chuẩn luôn,2
